lat_grid,lon_grid,historical_events,log_events,historical_risk,risk_level
30.5,77.25,194,5.272999558563747,77.67,HIGH
30.5,77.5,286,5.659482215759621,83.36,CRITICAL
30.5,77.75,188,5.241747015059643,77.21,HIGH
30.5,78.0,216,5.37989735354046,79.24,HIGH
30.5,78.25,64,4.174387269895637,61.49,HIGH
30.5,78.5,131,4.882801922586371,71.92,HIGH
30.5,78.75,279,5.634789603169249,83.0,CRITICAL
30.5,79.0,158,5.0689042022202315,74.66,HIGH
30.5,79.25,65,4.189654742026425,61.71,HIGH
30.5,79.5,73,4.30406509320417,63.4,HIGH
30.5,79.75,15,2.772588722239781,40.84,MODERATE
30.5,80.0,3,1.3862943611198906,20.42,LOW
30.75,76.25,1,0.6931471805599453,10.21,LOW
30.75,77.0,193,5.267858159063328,77.59,HIGH
30.75,77.25,233,5.455321115357702,80.36,CRITICAL
30.75,77.5,97,4.584967478670572,67.54,HIGH
30.75,77.75,174,5.1647859739235145,76.08,HIGH
30.75,78.0,85,4.454347296253507,65.61,HIGH
30.75,78.25,247,5.5134287461649825,81.21,CRITICAL
30.75,78.5,130,4.875197323201151,71.81,HIGH
30.75,78.75,21,3.091042453358316,45.53,MODERATE
30.75,79.0,60,4.110873864173311,60.55,HIGH
30.75,79.25,6,1.9459101490553132,28.66,LOW
30.75,79.5,13,2.6390573296152584,38.87,LOW
30.75,79.75,1,0.6931471805599453,10.21,LOW
31.0,75.25,1,0.6931471805599453,10.21,LOW
31.0,76.75,103,4.6443908991413725,68.41,HIGH
31.0,77.0,377,5.934894195619588,87.42,CRITICAL
31.0,77.25,256,5.54907608489522,81.74,CRITICAL
31.0,77.5,80,4.394449154672439,64.73,HIGH
31.0,77.75,157,5.062595033026967,74.57,HIGH
31.0,78.0,33,3.5263605246161616,51.94,MODERATE
31.0,78.25,112,4.727387818712341,69.63,HIGH
31.0,78.5,89,4.499809670330265,66.28,HIGH
31.0,78.75,15,2.772588722239781,40.84,MODERATE
31.0,79.0,1,0.6931471805599453,10.21,LOW
31.25,76.5,19,2.995732273553991,44.13,MODERATE
31.25,76.75,231,5.44673737166631,80.23,CRITICAL
31.25,77.0,224,5.41610040220442,79.78,HIGH
31.25,77.25,108,4.6913478822291435,69.1,HIGH
31.25,77.5,106,4.672828834461906,68.83,HIGH
31.25,77.75,120,4.795790545596741,70.64,HIGH
31.25,78.0,84,4.442651256490317,65.44,HIGH
31.25,78.25,1,0.6931471805599453,10.21,LOW
31.5,76.25,18,2.9444389791664403,43.37,MODERATE
31.5,76.5,46,3.8501476017100584,56.71,MODERATE
31.5,76.75,126,4.844187086458591,71.35,HIGH
31.5,77.0,166,5.117993812416755,75.39,HIGH
31.5,77.25,94,4.553876891600541,67.08,HIGH
31.5,77.5,106,4.672828834461906,68.83,HIGH
31.5,77.75,193,5.267858159063328,77.59,HIGH
31.5,78.0,105,4.663439094112067,68.69,HIGH
31.5,78.25,7,2.0794415416798357,30.63,LOW
31.5,78.5,1,0.6931471805599453,10.21,LOW
31.75,76.0,15,2.772588722239781,40.84,MODERATE
31.75,76.25,67,4.219507705176107,62.15,HIGH
31.75,76.5,44,3.8066624897703196,56.07,MODERATE
31.75,76.75,252,5.53338948872752,81.51,CRITICAL
31.75,77.0,181,5.204006687076795,76.65,HIGH
31.75,77.25,156,5.056245805348308,74.48,HIGH
31.75,77.5,16,2.833213344056216,41.73,MODERATE
31.75,78.5,9,2.302585092994046,33.92,LOW
31.75,78.75,1,0.6931471805599453,10.21,LOW
32.0,75.75,13,2.6390573296152584,38.87,LOW
32.0,76.0,20,3.044522437723423,44.85,MODERATE
32.0,76.25,73,4.30406509320417,63.4,HIGH
32.0,76.5,65,4.189654742026425,61.71,HIGH
32.0,76.75,140,4.948759890378168,72.89,HIGH
32.0,77.0,71,4.276666119016055,62.99,HIGH
32.0,77.25,64,4.174387269895637,61.49,HIGH
32.0,77.75,1,0.6931471805599453,10.21,LOW
32.0,78.25,16,2.833213344056216,41.73,MODERATE
32.0,78.5,6,1.9459101490553132,28.66,LOW
32.0,78.75,1,0.6931471805599453,10.21,LOW
32.25,75.25,1,0.6931471805599453,10.21,LOW
32.25,75.75,9,2.302585092994046,33.92,LOW
32.25,76.0,115,4.7535901911063645,70.02,HIGH
32.25,76.25,211,5.356586274672012,78.9,HIGH
32.25,76.5,45,3.828641396489095,56.4,MODERATE
32.25,76.75,13,2.6390573296152584,38.87,LOW
32.25,77.0,1,0.6931471805599453,10.21,LOW
32.25,77.25,111,4.718498871295094,69.5,HIGH
32.5,75.25,27,3.332204510175204,49.08,MODERATE
32.5,75.5,18,2.9444389791664403,43.37,MODERATE
32.5,75.75,135,4.912654885736052,72.36,HIGH
32.5,76.0,182,5.209486152841421,76.73,HIGH
32.5,76.25,144,4.976733742420574,73.31,HIGH
32.5,76.5,150,5.017279836814924,73.9,HIGH
32.5,76.75,25,3.258096538021482,47.99,MODERATE
32.5,77.0,10,2.3978952727983707,35.32,LOW
32.5,77.25,37,3.6375861597263857,53.58,MODERATE
32.5,78.0,16,2.833213344056216,41.73,MODERATE
32.5,79.0,1,0.6931471805599453,10.21,LOW
32.5,79.25,1,0.6931471805599453,10.21,LOW
32.75,74.75,2,1.0986122886681098,16.18,LOW
32.75,75.0,25,3.258096538021482,47.99,MODERATE
32.75,75.25,52,3.970291913552122,58.48,MODERATE
32.75,75.5,140,4.948759890378168,72.89,HIGH
32.75,75.75,162,5.093750200806762,75.03,HIGH
32.75,76.0,163,5.099866427824199,75.12,HIGH
32.75,76.25,72,4.290459441148391,63.2,HIGH
32.75,76.5,18,2.9444389791664403,43.37,MODERATE
32.75,76.75,9,2.302585092994046,33.92,LOW
32.75,77.0,2,1.0986122886681098,16.18,LOW
32.75,77.25,5,1.791759469228055,26.39,LOW
32.75,78.25,5,1.791759469228055,26.39,LOW
32.75,78.75,1,0.6931471805599453,10.21,LOW
32.75,79.0,12,2.5649493574615367,37.78,LOW
32.75,79.25,2,1.0986122886681098,16.18,LOW
33.0,74.5,5,1.791759469228055,26.39,LOW
33.0,74.75,42,3.7612001156935624,55.4,MODERATE
33.0,75.0,43,3.784189633918261,55.74,MODERATE
33.0,75.25,82,4.418840607796598,65.09,HIGH
33.0,75.5,80,4.394449154672439,64.73,HIGH
33.0,75.75,152,5.030437921392435,74.1,HIGH
33.0,76.0,171,5.147494476813453,75.82,HIGH
33.0,76.25,22,3.1354942159291497,46.19,MODERATE
33.0,78.25,10,2.3978952727983707,35.32,LOW
33.0,78.5,2,1.0986122886681098,16.18,LOW
33.0,78.75,5,1.791759469228055,26.39,LOW
33.0,79.0,1,0.6931471805599453,10.21,LOW
33.25,74.25,7,2.0794415416798357,30.63,LOW
33.25,74.5,6,1.9459101490553132,28.66,LOW
33.25,74.75,125,4.836281906951478,71.24,HIGH
33.25,75.0,112,4.727387818712341,69.63,HIGH
33.25,75.25,139,4.941642422609304,72.79,HIGH
33.25,75.5,245,5.5053315359323625,81.09,CRITICAL
33.25,75.75,314,5.752572638825633,84.73,CRITICAL
33.25,76.0,43,3.784189633918261,55.74,MODERATE
33.25,76.25,3,1.3862943611198906,20.42,LOW
33.25,78.25,5,1.791759469228055,26.39,LOW
33.25,78.5,20,3.044522437723423,44.85,MODERATE
33.25,78.75,7,2.0794415416798357,30.63,LOW
33.25,79.0,4,1.6094379124341003,23.71,LOW
33.5,74.25,6,1.9459101490553132,28.66,LOW
33.5,74.5,7,2.0794415416798357,30.63,LOW
33.5,74.75,27,3.332204510175204,49.08,MODERATE
33.5,75.0,29,3.4011973816621555,50.1,MODERATE
33.5,75.25,46,3.8501476017100584,56.71,MODERATE
33.5,75.5,131,4.882801922586371,71.92,HIGH
33.5,75.75,64,4.174387269895637,61.49,HIGH
33.5,76.0,2,1.0986122886681098,16.18,LOW
33.5,76.25,1,0.6931471805599453,10.21,LOW
33.5,78.25,6,1.9459101490553132,28.66,LOW
33.75,74.0,1,0.6931471805599453,10.21,LOW
33.75,74.25,19,2.995732273553991,44.13,MODERATE
33.75,74.5,21,3.091042453358316,45.53,MODERATE
33.75,74.75,8,2.1972245773362196,32.36,LOW
33.75,75.25,7,2.0794415416798357,30.63,LOW
33.75,75.5,2,1.0986122886681098,16.18,LOW
33.75,75.75,2,1.0986122886681098,16.18,LOW
33.75,76.75,4,1.6094379124341003,23.71,LOW
34.0,74.25,1,0.6931471805599453,10.21,LOW
34.0,74.5,7,2.0794415416798357,30.63,LOW
34.0,74.75,1,0.6931471805599453,10.21,LOW
34.0,76.0,14,2.70805020110221,39.89,LOW
34.0,76.25,5,1.791759469228055,26.39,LOW
34.0,77.25,1,0.6931471805599453,10.21,LOW
34.0,78.0,3,1.3862943611198906,20.42,LOW
34.25,74.25,13,2.6390573296152584,38.87,LOW
34.25,74.5,1,0.6931471805599453,10.21,LOW
34.25,74.75,12,2.5649493574615367,37.78,LOW
34.25,75.0,9,2.302585092994046,33.92,LOW
34.25,75.25,3,1.3862943611198906,20.42,LOW
34.25,75.5,8,2.1972245773362196,32.36,LOW
34.25,76.0,16,2.833213344056216,41.73,MODERATE
34.25,76.25,2,1.0986122886681098,16.18,LOW
34.25,76.5,1,0.6931471805599453,10.21,LOW
34.25,76.75,20,3.044522437723423,44.85,MODERATE
34.25,77.0,7,2.0794415416798357,30.63,LOW
34.25,77.25,4,1.6094379124341003,23.71,LOW
34.25,78.0,6,1.9459101490553132,28.66,LOW
34.25,78.25,1,0.6931471805599453,10.21,LOW
34.5,74.0,4,1.6094379124341003,23.71,LOW
34.5,74.25,9,2.302585092994046,33.92,LOW
34.5,74.5,1,0.6931471805599453,10.21,LOW
34.5,74.75,12,2.5649493574615367,37.78,LOW
34.5,76.5,8,2.1972245773362196,32.36,LOW
34.5,76.75,5,1.791759469228055,26.39,LOW
34.5,77.75,4,1.6094379124341003,23.71,LOW
34.75,77.5,4,1.6094379124341003,23.71,LOW
42.25,13.75,1,0.6931471805599453,10.21,LOW
116.0,13.5,1,0.6931471805599453,10.21,LOW
121.5,13.25,1,0.6931471805599453,10.21,LOW
189.75,77.5,1,0.6931471805599453,10.21,LOW
532.0,77.0,1,0.6931471805599453,10.21,LOW
